Txn Date,Description,Debit,Credit,Closing Balance
13-05-2024,UPI/POS: ATM WITHDRAWAL,3062.6,0.0,678548.7599999999
14-05-2024,UPI/POS: INSTAMART,499.33,0.0,678049.4299999999
14-05-2024,UPI/POS: MCDONALDS,213.69,0.0,677835.74
14-05-2024,UPI/POS: UPI: MOM,4375.83,0.0,673459.91
17-05-2024,UPI/POS: MCDONALDS,538.41,0.0,672921.5
17-05-2024,UPI/POS: D-MART,2420.97,0.0,670500.53
18-05-2024,UPI/POS: APOLLO PHARMACY,219.13,0.0,670281.4
20-05-2024,UPI/POS: ATM WITHDRAWAL,9425.94,0.0,660855.4600000001
31-05-2024,UPI/POS: UPI: RAHUL SPLIT,738.62,0.0,660116.8400000001
01-06-2024,UPI/POS: APOLLO PHARMACY,530.7,0.0,659586.1400000001
01-06-2024,NEFT: SALARY CREDIT,0.0,200000.0,859586.1400000001
02-06-2024,UPI/POS: FLIPKART,1908.4,0.0,857677.7400000001
02-06-2024,UPI: RENT,40000.0,0.0,817677.7400000001
05-06-2024,ACH: LOAN EMI,20000.0,0.0,797677.7400000001
07-06-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,777677.7400000001
07-06-2024,UPI/POS: NAMMA METRO,113.47,0.0,777564.2700000001
08-06-2024,UPI/POS: D-MART,4095.19,0.0,773469.0800000002
10-06-2024,POS: NETFLIX,649.0,0.0,772820.0800000002
14-06-2024,UPI/POS: MCDONALDS,313.98,0.0,772506.1000000002
18-06-2024,UPI/POS: PRACTO,670.63,0.0,771835.4700000002
19-06-2024,UPI/POS: INSTAMART,362.46,0.0,771473.0100000002
20-06-2024,UPI/POS: MYNTRA,2742.46,0.0,768730.5500000003
22-06-2024,UPI/POS: STARBUCKS,278.83,0.0,768451.7200000003
23-06-2024,UPI/POS: ATM WITHDRAWAL,6681.34,0.0,761770.3800000004
24-06-2024,UPI/POS: MCDONALDS,250.74,0.0,761519.6400000004
24-06-2024,UPI/POS: UPI: MAID,2723.6,0.0,758796.0400000004
25-06-2024,UPI/POS: BLINKIT,678.2,0.0,758117.8400000004
27-06-2024,UPI/POS: D-MART,2262.83,0.0,755855.0100000005
01-07-2024,NEFT: SALARY CREDIT,0.0,200000.0,955855.0100000005
01-07-2024,UPI/POS: ZOMATO,475.08,0.0,955379.9300000005
02-07-2024,UPI: RENT,40000.0,0.0,915379.9300000005
02-07-2024,UPI/POS: ATM WITHDRAWAL,3729.56,0.0,911650.3700000005
02-07-2024,UPI/POS: INSTAMART,880.88,0.0,910769.4900000005
04-07-2024,UPI/POS: UPI: RAHUL SPLIT,585.62,0.0,910183.8700000005
05-07-2024,ACH: LOAN EMI,20000.0,0.0,890183.8700000005
07-07-2024,UPI/POS: ATM WITHDRAWAL,7633.09,0.0,882550.7800000005
07-07-2024,UPI/POS: ATM WITHDRAWAL,6045.0,0.0,876505.7800000005
07-07-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,856505.7800000005
09-07-2024,UPI/POS: NAMMA METRO,146.14,0.0,856359.6400000005
10-07-2024,POS: NETFLIX,649.0,0.0,855710.6400000005
12-07-2024,UPI/POS: UPI: RAHUL SPLIT,432.49,0.0,855278.1500000005
18-07-2024,UPI/POS: FLIPKART,1060.62,0.0,854217.5300000005
19-07-2024,UPI/POS: UPI: MOM,3939.79,0.0,850277.7400000005
21-07-2024,UPI/POS: ATM WITHDRAWAL,8318.89,0.0,841958.8500000004
22-07-2024,UPI/POS: UPI: MOM,3111.62,0.0,838847.2300000004
23-07-2024,UPI/POS: MCDONALDS,276.32,0.0,838570.9100000005
23-07-2024,UPI/POS: PRACTO,623.79,0.0,837947.1200000005
27-07-2024,UPI/POS: MYNTRA,3299.31,0.0,834647.8100000004
30-07-2024,UPI/POS: BLINKIT,743.98,0.0,833903.8300000004
30-07-2024,UPI/POS: ATM WITHDRAWAL,6988.89,0.0,826914.9400000004
31-07-2024,UPI/POS: ZOMATO,341.14,0.0,826573.8000000004
31-07-2024,UPI/POS: UPI: MOM,4293.0,0.0,822280.8000000004
01-08-2024,NEFT: SALARY CREDIT,0.0,200000.0,1022280.8000000004
02-08-2024,UPI: RENT,40000.0,0.0,982280.8000000004
03-08-2024,UPI/POS: ZOMATO,441.24,0.0,981839.5600000004
04-08-2024,UPI/POS: UPI: RAHUL SPLIT,736.64,0.0,981102.9200000004
05-08-2024,ACH: LOAN EMI,20000.0,0.0,961102.9200000004
07-08-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,941102.9200000004
07-08-2024,UPI/POS: ATM WITHDRAWAL,8092.61,0.0,933010.3100000004
07-08-2024,UPI/POS: UBER,371.73,0.0,932638.5800000004
08-08-2024,UPI/POS: OLA CABS,180.75,0.0,932457.8300000004
10-08-2024,UPI/POS: ATM WITHDRAWAL,6547.07,0.0,925910.7600000005
10-08-2024,UPI/POS: ATM WITHDRAWAL,7637.18,0.0,918273.5800000004
10-08-2024,POS: NETFLIX,649.0,0.0,917624.5800000004
12-08-2024,UPI/POS: AMAZON,1545.14,0.0,916079.4400000004
15-08-2024,UPI/POS: MCDONALDS,373.86,0.0,915705.5800000004
24-08-2024,UPI/POS: UPI: MOM,3276.41,0.0,912429.1700000004
25-08-2024,UPI/POS: ATM WITHDRAWAL,4711.4,0.0,907717.7700000004
29-08-2024,UPI/POS: PRACTO,585.74,0.0,907132.0300000004
30-08-2024,UPI/POS: ATM WITHDRAWAL,2129.01,0.0,905003.0200000004
31-08-2024,UPI/POS: AMAZON,2562.0,0.0,902441.0200000004
31-08-2024,UPI/POS: ZOMATO,379.79,0.0,902061.2300000003
01-09-2024,NEFT: SALARY CREDIT,0.0,200000.0,1102061.2300000004
02-09-2024,UPI: RENT,40000.0,0.0,1062061.2300000004
02-09-2024,UPI/POS: MCDONALDS,241.05,0.0,1061820.1800000004
05-09-2024,ACH: LOAN EMI,20000.0,0.0,1041820.1800000004
06-09-2024,UPI/POS: NAMMA METRO,57.13,0.0,1041763.0500000004
06-09-2024,UPI/POS: UBER,304.88,0.0,1041458.1700000004
07-09-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,1021458.1700000004
08-09-2024,UPI/POS: ATM WITHDRAWAL,7133.29,0.0,1014324.8800000004
09-09-2024,UPI/POS: NAMMA METRO,170.29,0.0,1014154.5900000003
09-09-2024,UPI/POS: UPI: MOM,3853.73,0.0,1010300.8600000003
10-09-2024,POS: NETFLIX,649.0,0.0,1009651.8600000003
14-09-2024,UPI/POS: UPI: RAHUL SPLIT,457.95,0.0,1009193.9100000004
16-09-2024,UPI/POS: UPI: MOM,4722.15,0.0,1004471.7600000004
17-09-2024,UPI/POS: APOLLO PHARMACY,871.68,0.0,1003600.0800000003
19-09-2024,UPI/POS: CULT FIT,1500.0,0.0,1002100.0800000003
23-09-2024,UPI/POS: INDIAN OIL,2265.65,0.0,999834.4300000003
30-09-2024,UPI/POS: BIGBASKET,2969.29,0.0,996865.1400000002
01-10-2024,NEFT: SALARY CREDIT,0.0,200000.0,1196865.1400000001
02-10-2024,UPI/POS: ZOMATO,708.37,0.0,1196156.77
02-10-2024,UPI/POS: ATM WITHDRAWAL,9278.7,0.0,1186878.07
02-10-2024,UPI: RENT,40000.0,0.0,1146878.07
05-10-2024,UPI/POS: INSTAMART,620.59,0.0,1146257.48
05-10-2024,ACH: LOAN EMI,20000.0,0.0,1126257.48
07-10-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,1106257.48
07-10-2024,UPI/POS: CULT FIT,1500.0,0.0,1104757.48
09-10-2024,UPI/POS: ZOMATO,372.55,0.0,1104384.93
10-10-2024,POS: NETFLIX,649.0,0.0,1103735.93
12-10-2024,UPI/POS: INDIAN OIL,1215.08,0.0,1102520.8499999999
12-10-2024,UPI/POS: UPI: RAHUL SPLIT,491.03,0.0,1102029.8199999998
13-10-2024,UPI/POS: OLA CABS,317.03,0.0,1101712.7899999998
13-10-2024,UPI/POS: D-MART,3382.33,0.0,1098330.4599999997
18-10-2024,UPI/POS: MYNTRA,3546.69,0.0,1094783.7699999998
19-10-2024,UPI/POS: D-MART,3100.68,0.0,1091683.0899999999
20-10-2024,UPI/POS: AMAZON,966.55,0.0,1090716.5399999998
22-10-2024,UPI/POS: INSTAMART,379.63,0.0,1090336.91
25-10-2024,UPI/POS: CULT FIT,1500.0,0.0,1088836.91
01-11-2024,NEFT: SALARY CREDIT,0.0,200000.0,1288836.91
02-11-2024,UPI: RENT,40000.0,0.0,1248836.91
02-11-2024,UPI/POS: MYNTRA,3812.62,0.0,1245024.2899999998
05-11-2024,ACH: LOAN EMI,20000.0,0.0,1225024.2899999998
06-11-2024,UPI/POS: UPI: MOM,4615.04,0.0,1220409.2499999998
07-11-2024,ACH: MUTUAL FUND SIP,20000.0,0.0,1200409.2499999998
09-11-2024,UPI/POS: BIGBASKET,2507.2,0.0,1197902.0499999998
10-11-2024,POS: NETFLIX,649.0,0.0,1197253.0499999998
11-11-2024,UPI/POS: FLIPKART,682.18,0.0,1196570.8699999999
12-11-2024,UPI/POS: UPI: MOM,3331.82,0.0,1193239.0499999998
13-11-2024,UPI/POS: PRACTO,534.76,0.0,1192704.2899999998
13-11-2024,UPI/POS: MCDONALDS,265.15,0.0,1192439.14
14-11-2024,UPI/POS: ATM WITHDRAWAL,8803.45,0.0,1183635.69
15-11-2024,UPI/POS: AMAZON,2367.07,0.0,1181268.6199999999
17-11-2024,UPI/POS: CULT FIT,1500.0,0.0,1179768.6199999999
17-11-2024,UPI/POS: APOLLO PHARMACY,947.34,0.0,1178821.2799999998
21-11-2024,UPI/POS: ATM WITHDRAWAL,9236.95,0.0,1169584.3299999998
21-11-2024,UPI/POS: ATM WITHDRAWAL,5651.72,0.0,1163932.6099999999
21-11-2024,UPI/POS: APOLLO PHARMACY,770.58,0.0,1163162.0299999998
23-11-2024,UPI/POS: INSTAMART,259.32,0.0,1162902.7099999997
27-11-2024,UPI/POS: INSTAMART,392.71,0.0,1162509.9999999998
30-11-2024,UPI/POS: CULT FIT,1500.0,0.0,1161009.9999999998
02-12-2024,UPI/POS: ATM WITHDRAWAL,4943.52,0.0,1156066.4799999997
04-12-2024,UPI/POS: PRACTO,689.09,0.0,1155377.3899999997
05-12-2024,UPI/POS: APOLLO PHARMACY,444.11,0.0,1154933.2799999996
05-12-2024,UPI/POS: D-MART,3169.81,0.0,1151763.4699999995
09-12-2024,UPI/POS: D-MART,4555.84,0.0,1147207.6299999994
11-12-2024,UPI/POS: ATM WITHDRAWAL,7656.22,0.0,1139551.4099999995
11-12-2024,UPI/POS: FLIPKART,1897.74,0.0,1137653.6699999995
11-12-2024,UPI/POS: ATM WITHDRAWAL,7869.66,0.0,1129784.0099999995
11-12-2024,UPI/POS: AMAZON,1736.65,0.0,1128047.3599999996
12-12-2024,UPI/POS: CULT FIT,1500.0,0.0,1126547.3599999996
13-12-2024,UPI/POS: PRACTO,845.16,0.0,1125702.1999999997
16-12-2024,UPI/POS: MYNTRA,3413.91,0.0,1122288.2899999998
20-12-2024,UPI/POS: ATM WITHDRAWAL,2874.62,0.0,1119413.6699999997
