Txn Date,Description,Debit,Credit,Balance
05-05-2024,ACH: LOAN EMI,90000.0,0.0,112122.90999999997
05-05-2024,UPI/POS: UPI: MOM,4287.93,0.0,107834.97999999998
07-05-2024,UPI/POS: BIGBASKET,1326.24,0.0,106508.73999999998
10-05-2024,POS: NETFLIX,649.0,0.0,105859.73999999998
10-05-2024,UPI/POS: ZOMATO,588.54,0.0,105271.19999999998
12-05-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,75271.19999999998
13-05-2024,UPI/POS: UBER,347.36,0.0,74923.83999999998
15-05-2024,UPI/POS: FLIPKART,1319.52,0.0,73604.31999999998
16-05-2024,UPI/POS: INDIAN OIL,1682.37,0.0,71921.94999999998
17-05-2024,UPI/POS: CULT FIT,1500.0,0.0,70421.94999999998
18-05-2024,CREDIT CARD BILL,40000.0,0.0,30421.949999999983
19-05-2024,UPI/POS: ATM WITHDRAWAL,4336.05,0.0,26085.899999999983
19-05-2024,UPI/POS: APOLLO PHARMACY,236.6,0.0,25849.299999999985
22-05-2024,UPI/POS: UPI: MOM,3210.72,0.0,22638.579999999984
25-05-2024,UPI/POS: MYNTRA,2301.08,0.0,20337.499999999985
01-06-2024,NEFT: SALARY CREDIT,0.0,200000.0,220337.5
01-06-2024,UPI/POS: PRACTO,570.2,0.0,219767.3
02-06-2024,UPI: RENT,30000.0,0.0,189767.3
04-06-2024,UPI/POS: ATM WITHDRAWAL,7123.42,0.0,182643.87999999998
05-06-2024,UPI/POS: INSTAMART,320.17,0.0,182323.70999999996
05-06-2024,ACH: LOAN EMI,90000.0,0.0,92323.70999999996
05-06-2024,UPI/POS: ATM WITHDRAWAL,4232.56,0.0,88091.14999999997
10-06-2024,POS: NETFLIX,649.0,0.0,87442.14999999997
10-06-2024,UPI/POS: ATM WITHDRAWAL,7504.9,0.0,79937.24999999997
10-06-2024,UPI/POS: ATM WITHDRAWAL,5707.85,0.0,74229.39999999997
11-06-2024,UPI/POS: CULT FIT,1500.0,0.0,72729.39999999997
11-06-2024,UPI/POS: FLIPKART,1355.23,0.0,71374.16999999997
12-06-2024,UPI/POS: STARBUCKS,387.74,0.0,70986.42999999996
12-06-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,40986.429999999964
13-06-2024,UPI/POS: UPI: MAID,2845.87,0.0,38140.55999999996
14-06-2024,UPI/POS: UBER,254.45,0.0,37886.109999999964
17-06-2024,UPI/POS: PRACTO,748.65,0.0,37137.45999999996
18-06-2024,UPI/POS: MYNTRA,1682.99,0.0,35454.469999999965
18-06-2024,CREDIT CARD BILL,40000.0,0.0,-4545.530000000035
24-06-2024,UPI/POS: ATM WITHDRAWAL,9777.52,0.0,-14323.050000000036
24-06-2024,UPI/POS: ATM WITHDRAWAL,4736.21,0.0,-19059.260000000035
01-07-2024,NEFT: SALARY CREDIT,0.0,200000.0,180940.73999999996
02-07-2024,UPI/POS: OLA CABS,177.95,0.0,180762.78999999995
02-07-2024,UPI: RENT,30000.0,0.0,150762.78999999995
02-07-2024,UPI/POS: APOLLO PHARMACY,205.43,0.0,150557.35999999996
03-07-2024,UPI/POS: UPI: MOM,4366.36,0.0,146190.99999999997
05-07-2024,ACH: LOAN EMI,90000.0,0.0,56190.99999999997
05-07-2024,UPI/POS: PRACTO,773.95,0.0,55417.049999999974
08-07-2024,UPI/POS: APOLLO PHARMACY,511.59,0.0,54905.45999999998
10-07-2024,UPI/POS: APOLLO PHARMACY,837.26,0.0,54068.199999999975
10-07-2024,POS: NETFLIX,649.0,0.0,53419.199999999975
10-07-2024,UPI/POS: STARBUCKS,256.42,0.0,53162.77999999998
10-07-2024,UPI/POS: STARBUCKS,303.49,0.0,52859.28999999998
10-07-2024,UPI/POS: UPI: MAID,1625.47,0.0,51233.81999999998
11-07-2024,UPI/POS: UBER,230.75,0.0,51003.06999999998
12-07-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,21003.069999999978
13-07-2024,UPI/POS: ATM WITHDRAWAL,7053.93,0.0,13949.139999999978
13-07-2024,UPI/POS: ATM WITHDRAWAL,4976.24,0.0,8972.899999999978
17-07-2024,UPI/POS: UPI: MOM,3094.11,0.0,5878.789999999977
18-07-2024,CREDIT CARD BILL,40000.0,0.0,-34121.21000000002
20-07-2024,UPI/POS: INDIAN OIL,2539.44,0.0,-36660.65000000002
26-07-2024,UPI/POS: PRACTO,738.41,0.0,-37399.06000000003
31-07-2024,UPI/POS: INDIAN OIL,1132.88,0.0,-38531.940000000024
01-08-2024,NEFT: SALARY CREDIT,0.0,200000.0,161468.05999999997
02-08-2024,UPI: RENT,30000.0,0.0,131468.05999999997
05-08-2024,ACH: LOAN EMI,90000.0,0.0,41468.05999999997
05-08-2024,UPI/POS: UPI: RAHUL SPLIT,515.88,0.0,40952.17999999997
06-08-2024,UPI/POS: SWIGGY,465.86,0.0,40486.31999999997
06-08-2024,UPI/POS: PRACTO,905.19,0.0,39581.12999999997
08-08-2024,UPI/POS: ATM WITHDRAWAL,8798.95,0.0,30782.179999999968
09-08-2024,UPI/POS: AMAZON,2876.26,0.0,27905.91999999997
10-08-2024,UPI/POS: UPI: RAHUL SPLIT,371.93,0.0,27533.98999999997
10-08-2024,POS: NETFLIX,649.0,0.0,26884.98999999997
12-08-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,-3115.010000000031
14-08-2024,UPI/POS: BIGBASKET,2978.33,0.0,-6093.340000000031
16-08-2024,UPI/POS: STARBUCKS,348.81,0.0,-6442.1500000000315
17-08-2024,UPI/POS: NAMMA METRO,53.65,0.0,-6495.800000000031
18-08-2024,CREDIT CARD BILL,40000.0,0.0,-46495.80000000003
20-08-2024,UPI/POS: INSTAMART,210.77,0.0,-46706.57000000003
21-08-2024,UPI/POS: APOLLO PHARMACY,310.15,0.0,-47016.72000000003
22-08-2024,UPI/POS: SWIGGY,644.11,0.0,-47660.83000000003
23-08-2024,UPI/POS: UBER,381.33,0.0,-48042.16000000003
24-08-2024,UPI/POS: BIGBASKET,2745.22,0.0,-50787.380000000034
29-08-2024,UPI/POS: D-MART,2527.51,0.0,-53314.890000000036
31-08-2024,UPI/POS: AMAZON,577.64,0.0,-53892.530000000035
01-09-2024,UPI/POS: ATM WITHDRAWAL,7082.85,0.0,-60975.380000000034
01-09-2024,NEFT: SALARY CREDIT,0.0,200000.0,139024.61999999997
02-09-2024,UPI/POS: UBER,306.82,0.0,138717.79999999996
02-09-2024,UPI: RENT,30000.0,0.0,108717.79999999996
05-09-2024,UPI/POS: MYNTRA,3933.99,0.0,104783.80999999995
05-09-2024,ACH: LOAN EMI,90000.0,0.0,14783.809999999954
09-09-2024,UPI/POS: UPI: MOM,2053.44,0.0,12730.369999999954
10-09-2024,POS: NETFLIX,649.0,0.0,12081.369999999954
10-09-2024,UPI/POS: OLA CABS,374.64,0.0,11706.729999999954
12-09-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,-18293.270000000048
12-09-2024,UPI/POS: D-MART,4179.3,0.0,-22472.570000000047
14-09-2024,UPI/POS: ZOMATO,781.15,0.0,-23253.72000000005
15-09-2024,UPI/POS: STARBUCKS,320.31,0.0,-23574.03000000005
17-09-2024,UPI/POS: INDIAN OIL,2479.62,0.0,-26053.65000000005
18-09-2024,CREDIT CARD BILL,40000.0,0.0,-66053.65000000005
19-09-2024,UPI/POS: D-MART,3973.5,0.0,-70027.15000000005
19-09-2024,UPI/POS: UPI: RAHUL SPLIT,816.0,0.0,-70843.15000000005
23-09-2024,UPI/POS: STARBUCKS,268.27,0.0,-71111.42000000006
24-09-2024,UPI/POS: MYNTRA,1536.33,0.0,-72647.75000000006
30-09-2024,UPI/POS: NAMMA METRO,101.21,0.0,-72748.96000000006
01-10-2024,NEFT: SALARY CREDIT,0.0,200000.0,127251.03999999994
01-10-2024,UPI/POS: STARBUCKS,381.06,0.0,126869.97999999994
02-10-2024,UPI: RENT,30000.0,0.0,96869.97999999994
03-10-2024,UPI/POS: UPI: MOM,4237.0,0.0,92632.97999999994
04-10-2024,UPI/POS: UPI: MAID,2522.9,0.0,90110.07999999994
05-10-2024,ACH: LOAN EMI,90000.0,0.0,110.07999999994354
05-10-2024,UPI/POS: CULT FIT,1500.0,0.0,-1389.9200000000565
06-10-2024,UPI/POS: UBER,233.07,0.0,-1622.9900000000564
08-10-2024,UPI/POS: ZOMATO,506.8,0.0,-2129.7900000000564
09-10-2024,UPI/POS: CULT FIT,1500.0,0.0,-3629.7900000000564
09-10-2024,UPI/POS: AMAZON,2553.46,0.0,-6183.250000000056
10-10-2024,POS: NETFLIX,649.0,0.0,-6832.250000000056
10-10-2024,UPI/POS: AMAZON,1296.67,0.0,-8128.9200000000565
11-10-2024,UPI/POS: UPI: MAID,2687.49,0.0,-10816.410000000056
12-10-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,-40816.410000000054
13-10-2024,UPI/POS: STARBUCKS,410.72,0.0,-41227.130000000056
14-10-2024,UPI/POS: ZOMATO,696.68,0.0,-41923.810000000056
14-10-2024,UPI/POS: INSTAMART,857.16,0.0,-42780.97000000006
18-10-2024,CREDIT CARD BILL,40000.0,0.0,-82780.97000000006
23-10-2024,UPI/POS: ZOMATO,712.63,0.0,-83493.60000000006
29-10-2024,UPI/POS: SWIGGY,345.12,0.0,-83838.72000000006
01-11-2024,UPI/POS: INDIAN OIL,2333.27,0.0,-86171.99000000006
01-11-2024,UPI/POS: INDIAN OIL,1994.25,0.0,-88166.24000000006
01-11-2024,NEFT: SALARY CREDIT,0.0,200000.0,111833.75999999994
02-11-2024,UPI: RENT,30000.0,0.0,81833.75999999994
03-11-2024,UPI/POS: APOLLO PHARMACY,756.57,0.0,81077.18999999993
05-11-2024,UPI/POS: INDIAN OIL,1376.53,0.0,79700.65999999993
05-11-2024,UPI/POS: UPI: MOM,2323.87,0.0,77376.78999999994
05-11-2024,UPI/POS: INDIAN OIL,2245.89,0.0,75130.89999999994
05-11-2024,ACH: LOAN EMI,90000.0,0.0,-14869.100000000064
06-11-2024,UPI/POS: CULT FIT,1500.0,0.0,-16369.100000000064
06-11-2024,UPI/POS: UPI: RAHUL SPLIT,623.31,0.0,-16992.410000000065
09-11-2024,UPI/POS: UPI: MAID,1884.71,0.0,-18877.120000000064
10-11-2024,POS: NETFLIX,649.0,0.0,-19526.120000000064
12-11-2024,ACH: PERSONAL LOAN EMI,30000.0,0.0,-49526.12000000007
14-11-2024,UPI/POS: UPI: MOM,3282.06,0.0,-52808.180000000066
15-11-2024,UPI/POS: UPI: MAID,2613.79,0.0,-55421.97000000007
18-11-2024,CREDIT CARD BILL,40000.0,0.0,-95421.97000000006
21-11-2024,UPI/POS: UPI: RAHUL SPLIT,759.41,0.0,-96181.38000000006
24-11-2024,UPI/POS: NAMMA METRO,159.73,0.0,-96341.11000000006
24-11-2024,UPI/POS: PRACTO,874.19,0.0,-97215.30000000006
01-12-2024,UPI/POS: ATM WITHDRAWAL,9706.78,0.0,-106922.08000000006
01-12-2024,UPI/POS: AMAZON,1361.18,0.0,-108283.26000000005
02-12-2024,UPI/POS: D-MART,2669.73,0.0,-110952.99000000005
03-12-2024,UPI/POS: PRACTO,933.53,0.0,-111886.52000000005
09-12-2024,UPI/POS: ZOMATO,597.5,0.0,-112484.02000000005
11-12-2024,UPI/POS: AMAZON,2874.86,0.0,-115358.88000000005
12-12-2024,UPI/POS: ATM WITHDRAWAL,6086.33,0.0,-121445.21000000005
15-12-2024,UPI/POS: MCDONALDS,216.2,0.0,-121661.41000000005
16-12-2024,UPI/POS: CULT FIT,1500.0,0.0,-123161.41000000005
19-12-2024,UPI/POS: UPI: MAID,2986.59,0.0,-126148.00000000004
20-12-2024,UPI/POS: MYNTRA,2281.16,0.0,-128429.16000000005
22-12-2024,UPI/POS: BLINKIT,659.35,0.0,-129088.51000000005
23-12-2024,UPI/POS: UPI: MOM,3391.54,0.0,-132480.05000000005
24-12-2024,UPI/POS: MYNTRA,2905.85,0.0,-135385.90000000005
24-12-2024,UPI/POS: UPI: RAHUL SPLIT,788.31,0.0,-136174.21000000005
